time,open,high,low,close,volume
2022-04-30 01:00:00,38644.31,38765.55,38636.56,38720.25,13.67039404
2022-04-30 02:00:00,38727.27,38780.38,38661.62,38698.64,7.02610264
2022-04-30 03:00:00,38702.94,38718.41,38600.49,38664.1,5.63326853
2022-04-30 04:00:00,38672.54,38705.64,38510.91,38562.62,8.92941493
2022-04-30 05:00:00,38567.6,38774.43,38541.58,38720.47,20.22083428
2022-04-30 06:00:00,38720.47,38747.69,38647.48,38722.91,5.18398221
2022-04-30 07:00:00,38724.41,38750.0,38646.44,38671.36,9.25735214
2022-04-30 08:00:00,38671.36,38703.7,38559.02,38605.12,19.60518841
2022-04-30 09:00:00,38600.2,38651.33,38550.1,38636.72,15.18749609
2022-04-30 10:00:00,38635.72,38674.04,38552.69,38568.22,17.83864387
2022-04-30 11:00:00,38571.42,38631.63,38566.18,38580.74,13.53556699
2022-04-30 12:00:00,38585.22,38617.83,38537.97,38556.16,9.10608484
2022-04-30 13:00:00,38556.16,38648.83,38504.97,38525.71,8.63415691
2022-04-30 14:00:00,38523.74,38642.23,38239.68,38265.96,46.53955741
2022-04-30 15:00:00,38257.26,38553.85,38160.4,38489.88,95.32868118
2022-04-30 16:00:00,38489.88,38631.85,38416.44,38440.89,68.65331823
2022-04-30 17:00:00,38445.41,38458.88,38215.52,38315.41,21.01263368
2022-04-30 18:00:00,38305.88,38368.0,38212.49,38361.09,7.71367627
2022-04-30 19:00:00,38355.87,38507.4,38318.96,38487.71,9.62886572
2022-04-30 20:00:00,38484.87,38484.87,38284.4,38329.94,6.56712803
2022-04-30 21:00:00,38317.93,38388.47,38268.05,38320.79,17.1641226
2022-04-30 22:00:00,38319.12,38383.58,38178.86,38258.63,35.46535919
2022-04-30 23:00:00,38244.5,38287.36,37597.36,37639.8,228.86965227
2022-05-01 00:00:00,37638.78,37823.13,37506.82,37710.95,46.26869542
2022-05-01 01:00:00,37685.37,38078.2,37400.0,37950.95,150.77382515
2022-05-01 02:00:00,37931.0,38078.2,37798.37,37849.04,43.09495821
2022-05-01 03:00:00,37872.35,38073.63,37829.34,38063.77,22.77940926
2022-05-01 04:00:00,38063.77,38073.63,37899.48,37970.86,12.80556448
2022-05-01 05:00:00,37982.7,38194.86,37940.46,38085.3,27.70558207
2022-05-01 06:00:00,38092.98,38155.87,37957.0,37975.9,17.08908065
2022-05-01 07:00:00,37980.35,38007.41,37916.6,37980.1,19.39313136
2022-05-01 08:00:00,37982.47,38095.95,37949.11,38049.63,27.27031497
2022-05-01 09:00:00,38067.12,38079.93,37886.34,37987.8,39.4088939
2022-05-01 10:00:00,37999.2,38095.05,37963.51,38037.81,35.15379327
2022-05-01 11:00:00,38048.56,38068.91,37919.37,37963.87,94.15105518
2022-05-01 12:00:00,37963.75,38045.12,37869.62,37967.7,17.7495535
2022-05-01 13:00:00,37995.2,38046.7,37922.99,37940.09,5.67956754
2022-05-01 14:00:00,37925.32,38026.91,37900.19,37999.5,11.7176842
2022-05-01 15:00:00,37999.5,38634.08,37984.54,38495.28,110.09583528
2022-05-01 16:00:00,38515.46,38672.2,38411.8,38509.53,76.52585947
2022-05-01 17:00:00,38500.58,38599.63,38365.96,38379.49,26.27927543
2022-05-01 18:00:00,38379.49,38408.0,37923.17,37930.02,107.65035882
2022-05-01 19:00:00,37930.02,38000.0,37742.73,37796.4,85.15368183
2022-05-01 20:00:00,37803.32,38340.9,37659.24,38324.6,82.35373962
2022-05-01 21:00:00,38345.04,38443.01,38102.25,38343.66,79.13625421
2022-05-01 22:00:00,38332.9,38576.59,38074.55,38307.09,63.36857196
2022-05-01 23:00:00,38310.52,38645.94,38240.58,38488.34,46.43800454
2022-05-02 00:00:00,38484.46,38814.57,38462.9,38680.01,43.32060116
2022-05-02 01:00:00,38701.0,38754.95,38492.1,38502.13,35.07013263
2022-05-02 02:00:00,38456.85,38654.3,38373.24,38630.25,12.43786888
2022-05-02 03:00:00,38630.45,38713.99,38605.31,38699.17,15.87129184
2022-05-02 04:00:00,38695.56,39133.66,38601.39,38992.91,63.97015162
2022-05-02 05:00:00,38980.92,39037.83,38873.95,39023.69,16.29753581
2022-05-02 06:00:00,39022.07,39153.13,38933.82,38933.82,68.75255537
2022-05-02 07:00:00,38949.54,39049.41,38826.14,38867.44,16.31028271
2022-05-02 08:00:00,38868.01,39005.71,38757.64,38934.97,32.51847155
2022-05-02 09:00:00,38899.59,39072.2,38770.49,38785.27,31.02469542
2022-05-02 10:00:00,38767.71,38863.87,38649.01,38713.68,49.88634117
2022-05-02 11:00:00,38715.56,38760.99,38457.39,38529.32,102.73664277
2022-05-02 12:00:00,38521.12,38702.78,38419.45,38507.12,92.7325667
2022-05-02 13:00:00,38487.68,39142.87,38224.3,38908.0,178.10301622
2022-05-02 14:00:00,38908.0,39101.48,38602.66,38821.84,86.21918553
2022-05-02 15:00:00,38828.18,38893.54,38601.0,38699.55,82.55555715
2022-05-02 16:00:00,38680.15,38856.12,38514.75,38556.52,45.05663663
2022-05-02 17:00:00,38532.98,38576.93,38200.19,38375.89,109.30922172
2022-05-02 18:00:00,38366.92,38447.44,38045.79,38208.4,84.66744907
2022-05-02 19:00:00,38212.26,38573.8,38141.41,38544.97,63.81284539
